name,state_code,state_name,county,lat,lon,population,feature_type
Cummings,ND,North Dakota,Traill,47.537023,-96.991287,,Populated Place
Dahlen,ND,North Dakota,Nelson,48.159896,-97.957269,,Populated Place
Davenport,ND,North Dakota,Cass,46.696811,-97.087073,,Populated Place
Dawson,ND,North Dakota,Kidder,46.829612,-99.763544,,Populated Place
Dazey,ND,North Dakota,Barnes,47.195503,-98.143863,,Populated Place
Deering,ND,North Dakota,Mchenry,48.405693,-101.033685,,Populated Place
Denhoff,ND,North Dakota,Sheridan,47.570905,-100.263037,,Populated Place
Des Lacs,ND,North Dakota,Ward,48.25569,-101.567167,,Populated Place
Devils Lake,ND,North Dakota,Ramsey,48.113162,-98.861588,,Populated Place
Dickey,ND,North Dakota,Lamoure,46.542565,-98.468212,,Populated Place
Dickey County,ND,North Dakota,,46.11012,-98.50467,,Populated Place
Dickinson,ND,North Dakota,Stark,46.887289,-102.787595,,Populated Place
Divide County,ND,North Dakota,,48.81489,-103.48735,,Populated Place
Dodge,ND,North Dakota,Dunn,47.304893,-102.198505,,Populated Place
Donnybrook,ND,North Dakota,Ward,48.490015,-101.896039,,Populated Place
Douglas,ND,North Dakota,Ward,47.865914,-101.511218,,Populated Place
Drake,ND,North Dakota,Mchenry,47.902431,-100.378955,,Populated Place
Drayton,ND,North Dakota,Pembina,48.578569,-97.199222,,Populated Place
Driscoll,ND,North Dakota,Burleigh,46.851139,-100.144063,,Populated Place
Dunn Center,ND,North Dakota,Dunn,47.345265,-102.589198,,Populated Place
Dunn County,ND,North Dakota,,47.35675,-102.61824,,Populated Place
Dunseith,ND,North Dakota,Rolette,48.84801,-100.031105,,Populated Place
Eddy County,ND,North Dakota,,47.71759,-98.90158,,Populated Place
Edgeley,ND,North Dakota,Lamoure,46.324969,-98.708346,,Populated Place
Edinburg,ND,North Dakota,Walsh,48.490164,-97.890188,,Populated Place
Edmore,ND,North Dakota,Ramsey,48.43084,-98.445756,,Populated Place
Egeland,ND,North Dakota,Towner,48.635537,-99.111475,,Populated Place
Elgin,ND,North Dakota,Grant,46.411346,-101.835145,,Populated Place
Ellendale,ND,North Dakota,Dickey,46.007317,-98.51383,,Populated Place
Emerado,ND,North Dakota,Grand Forks,47.921376,-97.263012,,Populated Place
Emmons County,ND,North Dakota,,46.28502,-100.23878,,Populated Place
Enderlin,ND,North Dakota,Ransom,46.607898,-97.610554,,Populated Place
Epping,ND,North Dakota,Williams,48.260088,-103.372462,,Populated Place
Erie,ND,North Dakota,Cass,47.112803,-97.384851,,Populated Place
Esmond,ND,North Dakota,Benson,48.072022,-99.703388,,Populated Place
Fairdale,ND,North Dakota,Walsh,48.481924,-98.206587,,Populated Place
Fairfield,ND,North Dakota,Billings,47.118004,-103.222328,,Populated Place
Fairmount,ND,North Dakota,Richland,46.042658,-96.630811,,Populated Place
Fargo,ND,North Dakota,Cass,46.900878,-96.793577,,Populated Place
Fessenden,ND,North Dakota,Wells,47.628644,-99.643361,,Populated Place
Fingal,ND,North Dakota,Barnes,46.772754,-97.781198,,Populated Place
Finley,ND,North Dakota,Steele,47.530611,-97.744242,,Populated Place
Flasher,ND,North Dakota,Morton,46.465133,-101.151681,,Populated Place
Flaxton,ND,North Dakota,Burke,48.917672,-102.341502,,Populated Place
Forbes,ND,North Dakota,Dickey,46.010926,-98.812414,,Populated Place
Fordville,ND,North Dakota,Walsh,48.22119,-97.802238,,Populated Place
Forest River,ND,North Dakota,Walsh,48.225094,-97.460476,,Populated Place
Forman,ND,North Dakota,Sargent,46.072075,-97.698643,,Populated Place
Fort Ransom,ND,North Dakota,Ransom,46.478188,-97.905482,,Populated Place
Fort Totten,ND,North Dakota,Benson,47.98,-98.9925,,Populated Place
Fort Yates,ND,North Dakota,Sioux,46.09054,-100.651611,,Populated Place
Fortuna,ND,North Dakota,Divide,48.924646,-103.828955,,Populated Place
Foster County,ND,North Dakota,,47.45708,-98.88302,,Populated Place
Fredonia,ND,North Dakota,Logan,46.353456,-99.262818,,Populated Place
Fullerton,ND,North Dakota,Dickey,46.195138,-98.388219,,Populated Place
Gackle,ND,North Dakota,Logan,46.591263,-99.219056,,Populated Place
Galesburg,ND,North Dakota,Traill,47.27779,-97.374599,,Populated Place
Gardner,ND,North Dakota,Cass,47.1252,-96.990116,,Populated Place
Garrison,ND,North Dakota,Mclean,47.655219,-101.398325,,Populated Place
Gilby,ND,North Dakota,Grand Forks,48.077082,-97.463299,,Populated Place
Gladstone,ND,North Dakota,Stark,46.815162,-102.527379,,Populated Place
Glasston,ND,North Dakota,Pembina,48.705833,-97.447222,,Populated Place
Glen Ullin,ND,North Dakota,Morton,46.823301,-101.822293,,Populated Place
Glenburn,ND,North Dakota,Renville,48.507978,-101.31955,,Populated Place
Glenfield,ND,North Dakota,Foster,47.443185,-98.663951,,Populated Place
Golden Valley,ND,North Dakota,Mercer,47.293754,-102.061229,,Populated Place
Golden Valley County,ND,North Dakota,,46.94022,-103.8467,,Populated Place
Golva,ND,North Dakota,Golden Valley,46.7075,-103.957545,,Populated Place
Goodrich,ND,North Dakota,Sheridan,47.471048,-100.118979,,Populated Place
Grace City,ND,North Dakota,Foster,47.55358,-98.809465,,Populated Place
Grafton,ND,North Dakota,Walsh,48.410783,-97.415895,,Populated Place
Grand Forks,ND,North Dakota,Grand Forks,47.901041,-97.04463,,Populated Place
Grand Forks Afb,ND,North Dakota,Grand Forks,47.9582,-97.3688,,Populated Place
Grand Forks Air Force Base,ND,North Dakota,,47.95493,-97.38664,,Populated Place
Grand Forks County,ND,North Dakota,,47.92192,-97.45693,,Populated Place
Grandin,ND,North Dakota,Cass,47.215769,-97.020676,,Populated Place
Grant County,ND,North Dakota,,46.35828,-101.63971,,Populated Place
Granville,ND,North Dakota,Mchenry,48.256575,-100.808193,,Populated Place
Grassy Butte,ND,North Dakota,Mckenzie,47.443072,-103.294433,,Populated Place
Grenora,ND,North Dakota,Williams,48.613946,-103.929128,,Populated Place
Griggs County,ND,North Dakota,,47.45729,-98.23704,,Populated Place
Gwinner,ND,North Dakota,Sargent,46.230455,-97.866853,,Populated Place
Hague,ND,North Dakota,Emmons,46.058896,-99.974507,,Populated Place
Halliday,ND,North Dakota,Dunn,47.367752,-102.319286,,Populated Place
Hamilton,ND,North Dakota,Pembina,48.794249,-97.469302,,Populated Place
Hampden,ND,North Dakota,Ramsey,48.522892,-98.654316,,Populated Place
Hankinson,ND,North Dakota,Richland,46.055797,-96.899069,,Populated Place
Hannaford,ND,North Dakota,Griggs,47.299693,-98.15718,,Populated Place
Hannah,ND,North Dakota,Cavalier,48.959446,-98.723693,,Populated Place
Hansboro,ND,North Dakota,Towner,48.86648,-99.383259,,Populated Place
Harvey,ND,North Dakota,Wells,47.768121,-99.932941,,Populated Place
Harwood,ND,North Dakota,Cass,46.996497,-96.900973,,Populated Place
Hatton,ND,North Dakota,Traill,47.638012,-97.432548,,Populated Place
Havana,ND,North Dakota,Sargent,45.964413,-97.60945,,Populated Place
Hazelton,ND,North Dakota,Emmons,46.487477,-100.273325,,Populated Place
Hazen,ND,North Dakota,Mercer,47.327138,-101.610695,,Populated Place
Hebron,ND,North Dakota,Morton,46.893613,-102.036678,,Populated Place
Hensel,ND,North Dakota,Pembina,48.673836,-97.596223,,Populated Place
Hettinger,ND,North Dakota,Adams,46.027869,-102.584516,,Populated Place
Hettinger County,ND,North Dakota,,46.43253,-102.46036,,Populated Place
Hillsboro,ND,North Dakota,Traill,47.394168,-97.056024,,Populated Place
Hoople,ND,North Dakota,Walsh,48.51981,-97.618333,,Populated Place
Hope,ND,North Dakota,Steele,47.19995,-97.784865,,Populated Place
Horace,ND,North Dakota,Cass,46.739267,-96.860941,,Populated Place
Hunter,ND,North Dakota,Cass,47.19132,-97.251648,,Populated Place
Hurdsfield,ND,North Dakota,Wells,47.438733,-99.94165,,Populated Place
Inkster,ND,North Dakota,Grand Forks,48.118654,-97.681302,,Populated Place
Jamestown,ND,North Dakota,Stutsman,46.905899,-98.706127,,Populated Place
Jessie,ND,North Dakota,Griggs,47.542222,-98.237778,,Populated Place
Jud,ND,North Dakota,Lamoure,46.500996,-98.807661,,Populated Place
Karlsruhe,ND,North Dakota,Mchenry,48.10085,-100.574158,,Populated Place
Kathryn,ND,North Dakota,Barnes,46.705548,-97.999791,,Populated Place
Keene,ND,North Dakota,Mckenzie,47.940516,-102.890567,,Populated Place
Kenmare,ND,North Dakota,Ward,48.673149,-102.071745,,Populated Place
Kensal,ND,North Dakota,Stutsman,47.272609,-98.720579,,Populated Place
Kidder County,ND,North Dakota,,46.98014,-99.78009,,Populated Place
Killdeer,ND,North Dakota,Dunn,47.410898,-102.776242,,Populated Place
Kindred,ND,North Dakota,Cass,46.654296,-97.004919,,Populated Place
Kintyre,ND,North Dakota,Emmons,46.573573,-99.970462,,Populated Place
Knox,ND,North Dakota,Benson,48.338812,-99.671274,,Populated Place
Kramer,ND,North Dakota,Bottineau,48.686666,-100.671638,,Populated Place
Kulm,ND,North Dakota,Lamoure,46.307274,-98.942724,,Populated Place
LaMoure County,ND,North Dakota,,46.45691,-98.53546,,Populated Place
Lakota,ND,North Dakota,Nelson,48.035714,-98.341548,,Populated Place
Lamoure,ND,North Dakota,Lamoure,46.361961,-98.30022,,Populated Place
Langdon,ND,North Dakota,Cavalier,48.786562,-98.35662,,Populated Place
Lankin,ND,North Dakota,Walsh,48.295233,-98.006997,,Populated Place
Lansford,ND,North Dakota,Bottineau,48.625419,-101.385825,,Populated Place
Larimore,ND,North Dakota,Grand Forks,47.904048,-97.651792,,Populated Place
Lawton,ND,North Dakota,Ramsey,48.30326,-98.414199,,Populated Place
Leeds,ND,North Dakota,Benson,48.26681,-99.440123,,Populated Place
Lefor,ND,North Dakota,Stark,46.725264,-102.764292,,Populated Place
Lehr,ND,North Dakota,Mcintosh,46.258638,-99.349136,,Populated Place
Leonard,ND,North Dakota,Cass,46.659324,-97.272488,,Populated Place
Lidgerwood,ND,North Dakota,Richland,46.073885,-97.144429,,Populated Place
Lignite,ND,North Dakota,Burke,48.848113,-102.554177,,Populated Place
Lincoln,ND,North Dakota,,46.76249,-100.7004,,Populated Place
Linton,ND,North Dakota,Emmons,46.286924,-100.215832,,Populated Place
Lisbon,ND,North Dakota,Ransom,46.420133,-97.658895,,Populated Place
Litchville,ND,North Dakota,Barnes,46.688788,-98.20327,,Populated Place
Logan County,ND,North Dakota,,46.45736,-99.47747,,Populated Place
Luverne,ND,North Dakota,Steele,47.315052,-97.729622,,Populated Place
Maddock,ND,North Dakota,Benson,47.95074,-99.543061,,Populated Place
Maida,ND,North Dakota,Cavalier,48.949043,-98.394826,,Populated Place
Makoti,ND,North Dakota,Ward,47.985283,-101.814942,,Populated Place
Mandan,ND,North Dakota,Morton,46.830649,-100.909175,,Populated Place
Mandaree,ND,North Dakota,Mckenzie,47.856744,-102.653473,,Populated Place
Manning,ND,North Dakota,Dunn,47.125837,-102.680638,,Populated Place
Mantador,ND,North Dakota,Richland,46.159935,-96.957004,,Populated Place
Manvel,ND,North Dakota,Grand Forks,48.085314,-97.194332,,Populated Place
Mapleton,ND,North Dakota,Cass,46.867546,-97.051366,,Populated Place
Marion,ND,North Dakota,Lamoure,46.571587,-98.253327,,Populated Place
Marmarth,ND,North Dakota,Slope,46.325396,-103.88,,Populated Place
Marshall,ND,North Dakota,Dunn,47.138056,-102.3325,,Populated Place
Martin,ND,North Dakota,Sheridan,47.778144,-100.122517,,Populated Place
Max,ND,North Dakota,Mclean,47.815577,-101.293166,,Populated Place
Maxbass,ND,North Dakota,Bottineau,48.772163,-101.256328,,Populated Place
Mayville,ND,North Dakota,Traill,47.50138,-97.317645,,Populated Place
McHenry County,ND,North Dakota,,48.23458,-100.63628,,Populated Place
McIntosh County,ND,North Dakota,,46.11179,-99.4412,,Populated Place
McKenzie County,ND,North Dakota,,47.74015,-103.39527,,Populated Place
McLean County,ND,North Dakota,,47.60696,-101.32183,,Populated Place
Mcclusky,ND,North Dakota,Sheridan,47.489639,-100.451966,,Populated Place
Mcgregor,ND,North Dakota,Williams,48.594983,-102.928795,,Populated Place
Mchenry,ND,North Dakota,Foster,47.560416,-98.572594,,Populated Place
Mcleod,ND,North Dakota,Richland,46.41027,-97.313892,,Populated Place
Mcville,ND,North Dakota,Nelson,47.778981,-98.162999,,Populated Place
Medina,ND,North Dakota,Stutsman,46.891951,-99.310556,,Populated Place
Medora,ND,North Dakota,Billings,46.845771,-103.421011,,Populated Place
Mekinock,ND,North Dakota,Grand Forks,47.980909,-97.489593,,Populated Place
Menoken,ND,North Dakota,Burleigh,46.861032,-100.527488,,Populated Place
Mercer,ND,North Dakota,Mclean,47.485792,-100.717079,,Populated Place
Mercer County,ND,North Dakota,,47.30922,-101.83153,,Populated Place
Michigan,ND,North Dakota,Nelson,48.04144,-98.124243,,Populated Place
Milnor,ND,North Dakota,Sargent,46.255074,-97.433724,,Populated Place
Milton,ND,North Dakota,Cavalier,48.616963,-98.018285,,Populated Place
Minnewaukan,ND,North Dakota,Benson,48.069777,-99.274323,,Populated Place
Minot,ND,North Dakota,Ward,48.22914,-101.298476,,Populated Place
Minot Afb,ND,North Dakota,Ward,48.423217,-101.31678,,Populated Place
Minot Air Force Base,ND,North Dakota,,48.42087,-101.33914,,Populated Place
Minto,ND,North Dakota,Walsh,48.298874,-97.333727,,Populated Place
Moffit,ND,North Dakota,Burleigh,46.675725,-100.297538,,Populated Place
Mohall,ND,North Dakota,Renville,48.765814,-101.554512,,Populated Place
Montpelier,ND,North Dakota,Stutsman,46.654218,-98.597647,,Populated Place
Mooreton,ND,North Dakota,Richland,46.261537,-96.850726,,Populated Place
Morton County,ND,North Dakota,,46.71606,-101.28117,,Populated Place
Mott,ND,North Dakota,Hettinger,46.401095,-102.312935,,Populated Place
Mountain,ND,North Dakota,Pembina,48.677341,-97.807569,,Populated Place
Mountrail County,ND,North Dakota,,48.20133,-102.35565,,Populated Place
Munich,ND,North Dakota,Cavalier,48.654605,-98.842646,,Populated Place
Mylo,ND,North Dakota,Rolette,48.635981,-99.632878,,Populated Place
Napoleon,ND,North Dakota,Logan,46.486724,-99.77253,,Populated Place
Neche,ND,North Dakota,Pembina,48.979567,-97.542687,,Populated Place
Nekoma,ND,North Dakota,Cavalier,48.578333,-98.371667,,Populated Place
Nelson County,ND,North Dakota,,47.92169,-98.19204,,Populated Place
New England,ND,North Dakota,Hettinger,46.512841,-102.835816,,Populated Place
New Leipzig,ND,North Dakota,Grant,46.374448,-101.89369,,Populated Place
New Rockford,ND,North Dakota,Eddy,47.679385,-99.078007,,Populated Place
New Salem,ND,North Dakota,Morton,46.851248,-101.424453,,Populated Place
New Town,ND,North Dakota,Mountrail,47.977154,-102.485793,,Populated Place
Newburg,ND,North Dakota,Bottineau,48.698192,-100.968056,,Populated Place
Niagara,ND,North Dakota,Grand Forks,47.984817,-97.833431,,Populated Place
Nome,ND,North Dakota,Barnes,46.674834,-97.791099,,Populated Place
Noonan,ND,North Dakota,Divide,48.885635,-103.009793,,Populated Place
Northwood,ND,North Dakota,Grand Forks,47.741756,-97.563054,,Populated Place
Norwich,ND,North Dakota,Mchenry,48.249115,-100.971165,,Populated Place
Oakes,ND,North Dakota,Dickey,46.128796,-98.099339,,Populated Place
Oberon,ND,North Dakota,Benson,47.948744,-99.140129,,Populated Place
Oliver County,ND,North Dakota,,47.11528,-101.34036,,Populated Place
Oriska,ND,North Dakota,Barnes,46.943251,-97.785331,,Populated Place
Osnabrock,ND,North Dakota,Cavalier,48.641908,-98.23271,,Populated Place
Page,ND,North Dakota,Cass,47.151512,-97.596665,,Populated Place
Palermo,ND,North Dakota,Mountrail,48.3396,-102.239954,,Populated Place
Park River,ND,North Dakota,Walsh,48.403881,-97.743897,,Populated Place
Parshall,ND,North Dakota,Mountrail,47.95597,-102.142732,,Populated Place
Pekin,ND,North Dakota,Nelson,47.769558,-98.326035,,Populated Place
Pembina,ND,North Dakota,Pembina,48.936124,-97.275611,,Populated Place
Pembina County,ND,North Dakota,,48.76752,-97.55183,,Populated Place
Penn,ND,North Dakota,Ramsey,48.227106,-99.065509,,Populated Place
Perth,ND,North Dakota,Towner,48.681601,-99.383076,,Populated Place
Petersburg,ND,North Dakota,Nelson,47.997973,-97.984033,,Populated Place
Pettibone,ND,North Dakota,Kidder,47.119973,-99.527892,,Populated Place
Pierce County,ND,North Dakota,,48.2496,-99.97182,,Populated Place
Pillsbury,ND,North Dakota,Barnes,47.206944,-97.790278,,Populated Place
Pingree,ND,North Dakota,Stutsman,47.165715,-99.002041,,Populated Place
Pisek,ND,North Dakota,Walsh,48.297096,-97.702894,,Populated Place
Plaza,ND,North Dakota,Mountrail,48.02421,-101.964276,,Populated Place
Portal,ND,North Dakota,Burke,48.975818,-102.548023,,Populated Place
Portland,ND,North Dakota,Traill,47.501542,-97.384303,,Populated Place
Powers Lake,ND,North Dakota,Burke,48.589815,-102.644646,,Populated Place
Raleigh,ND,North Dakota,Grant,46.335236,-101.282651,,Populated Place
Ramsey County,ND,North Dakota,,48.26893,-98.72014,,Populated Place
Ransom County,ND,North Dakota,,46.45616,-97.65745,,Populated Place
Ray,ND,North Dakota,Williams,48.3323,-103.18365,,Populated Place
Reeder,ND,North Dakota,Adams,46.111577,-102.940519,,Populated Place
Regan,ND,North Dakota,Burleigh,47.152703,-100.522448,,Populated Place
Regent,ND,North Dakota,Hettinger,46.423452,-102.568443,,Populated Place
Renville County,ND,North Dakota,,48.71907,-101.65778,,Populated Place
Reynolds,ND,North Dakota,Grand Forks,47.706776,-97.209153,,Populated Place
Rhame,ND,North Dakota,Bowman,46.166449,-103.70791,,Populated Place
Richardton,ND,North Dakota,Stark,46.842614,-102.292004,,Populated Place
Richland County,ND,North Dakota,,46.26466,-96.94828,,Populated Place
Riverdale,ND,North Dakota,Mclean,47.640333,-101.115061,,Populated Place
Robinson,ND,North Dakota,Kidder,47.150765,-99.700302,,Populated Place
Rocklake,ND,North Dakota,Towner,48.821569,-99.179628,,Populated Place
Rogers,ND,North Dakota,Barnes,47.071086,-98.220885,,Populated Place
Rolette,ND,North Dakota,Rolette,48.655224,-99.874375,,Populated Place
Rolette County,ND,North Dakota,,48.77245,-99.84099,,Populated Place
Rolla,ND,North Dakota,Rolette,48.859423,-99.613386,,Populated Place
Roseglen,ND,North Dakota,Mclean,47.695967,-101.822041,,Populated Place
Ross,ND,North Dakota,Mountrail,48.316159,-102.530721,,Populated Place
Rugby,ND,North Dakota,Pierce,48.317264,-99.998954,,Populated Place
Ruso,ND,North Dakota,Mclean,47.762224,-100.875432,,Populated Place
Rutland,ND,North Dakota,Sargent,46.073813,-97.548284,,Populated Place
Ryder,ND,North Dakota,Ward,47.868017,-101.765095,,Populated Place
Saint Anthony,ND,North Dakota,Morton,46.588831,-100.897237,,Populated Place
Saint John,ND,North Dakota,Rolette,48.936588,-99.76476,,Populated Place
Saint Michael,ND,North Dakota,Benson,47.977363,-98.918058,,Populated Place
Saint Thomas,ND,North Dakota,Pembina,48.625223,-97.454508,,Populated Place
Sanborn,ND,North Dakota,Barnes,46.927065,-98.233622,,Populated Place
Sargent County,ND,North Dakota,,46.10794,-97.63072,,Populated Place
Sarles,ND,North Dakota,Cavalier,48.945921,-98.960562,,Populated Place
Sawyer,ND,North Dakota,Ward,48.085837,-101.067396,,Populated Place
Scranton,ND,North Dakota,Bowman,46.139924,-103.144688,,Populated Place
Selfridge,ND,North Dakota,Sioux,46.035147,-101.150204,,Populated Place
Sentinel Butte,ND,North Dakota,Golden Valley,46.830475,-103.800113,,Populated Place
Sharon,ND,North Dakota,Steele,47.606188,-97.905091,,Populated Place
Sheldon,ND,North Dakota,Ransom,46.554784,-97.454261,,Populated Place
Shell Valley,ND,North Dakota,,48.79806,-99.86486,,Populated Place
Sheridan County,ND,North Dakota,,47.57541,-100.34566,,Populated Place
Sherwood,ND,North Dakota,Renville,48.957551,-101.697024,,Populated Place
Sheyenne,ND,North Dakota,Eddy,47.818386,-99.058326,,Populated Place
Shields,ND,North Dakota,Grant,46.183772,-101.258894,,Populated Place
Sioux County,ND,North Dakota,,46.11265,-101.04034,,Populated Place
Slope County,ND,North Dakota,,46.44722,-103.4599,,Populated Place
Solen,ND,North Dakota,Sioux,46.294106,-100.81363,,Populated Place
Souris,ND,North Dakota,Bottineau,48.937378,-100.741324,,Populated Place
South Heart,ND,North Dakota,Stark,46.812701,-103.016241,,Populated Place
Spiritwood,ND,North Dakota,Barnes,47.101601,-98.648468,,Populated Place
Stanley,ND,North Dakota,Mountrail,48.319189,-102.392802,,Populated Place
Stanton,ND,North Dakota,Mercer,47.312786,-101.38987,,Populated Place
Stark County,ND,North Dakota,,46.81068,-102.65513,,Populated Place
Starkweather,ND,North Dakota,Ramsey,48.448802,-98.853903,,Populated Place
Steele,ND,North Dakota,Kidder,46.852357,-99.933559,,Populated Place
Steele County,ND,North Dakota,,47.45615,-97.72467,,Populated Place
Sterling,ND,North Dakota,Burleigh,46.843583,-100.274392,,Populated Place
Stirum,ND,North Dakota,Sargent,46.229891,-97.654233,,Populated Place
Strasburg,ND,North Dakota,Emmons,46.097938,-100.211869,,Populated Place
Streeter,ND,North Dakota,Stutsman,46.694999,-99.297108,,Populated Place
Stutsman County,ND,North Dakota,,46.97925,-98.95883,,Populated Place
Surrey,ND,North Dakota,Ward,48.236472,-101.121617,,Populated Place
Sutton,ND,North Dakota,Griggs,47.385355,-98.432044,,Populated Place
Sykeston,ND,North Dakota,Wells,47.436938,-99.39751,,Populated Place
Tappen,ND,North Dakota,Kidder,46.83362,-99.601892,,Populated Place
Taylor,ND,North Dakota,Stark,46.928372,-102.375626,,Populated Place
Thompson,ND,North Dakota,Grand Forks,47.77658,-97.096201,,Populated Place
Tioga,ND,North Dakota,Williams,48.392009,-102.961281,,Populated Place
Tokio,ND,North Dakota,Benson,47.923333,-98.816667,,Populated Place
Tolley,ND,North Dakota,Renville,48.796903,-101.855891,,Populated Place
Tolna,ND,North Dakota,Nelson,47.802014,-98.475218,,Populated Place
Tower City,ND,North Dakota,Cass,46.911873,-97.659392,,Populated Place
Towner,ND,North Dakota,Mchenry,48.377657,-100.412322,,Populated Place
Towner County,ND,North Dakota,,48.68554,-99.2458,,Populated Place
Traill County,ND,North Dakota,,47.45418,-97.16158,,Populated Place
Trenton,ND,North Dakota,Williams,48.056303,-103.861276,,Populated Place
Turtle Lake,ND,North Dakota,Mclean,47.541416,-100.881364,,Populated Place
Tuttle,ND,North Dakota,Kidder,47.162583,-99.987287,,Populated Place
Underwood,ND,North Dakota,Mclean,47.460163,-101.189807,,Populated Place
Upham,ND,North Dakota,Mchenry,48.581632,-100.732314,,Populated Place
Valley City,ND,North Dakota,Barnes,46.92681,-98.003316,,Populated Place
Velva,ND,North Dakota,Mchenry,48.06748,-100.934623,,Populated Place
Verona,ND,North Dakota,Lamoure,46.371229,-98.089536,,Populated Place
Voltaire,ND,North Dakota,Mchenry,47.951793,-100.803824,,Populated Place
Wahpeton,ND,North Dakota,Richland,46.2651,-96.6133,,Populated Place
Walcott,ND,North Dakota,Richland,46.583529,-97.001442,,Populated Place
Wales,ND,North Dakota,Cavalier,48.921647,-98.559649,,Populated Place
Walhalla,ND,North Dakota,Pembina,48.91103,-97.881927,,Populated Place
Walsh County,ND,North Dakota,,48.36946,-97.72137,,Populated Place
Ward County,ND,North Dakota,,48.22175,-101.54183,,Populated Place
Warwick,ND,North Dakota,Benson,47.891285,-98.680956,,Populated Place
Washburn,ND,North Dakota,Mclean,47.311388,-101.011568,,Populated Place
Watford City,ND,North Dakota,Mckenzie,47.804258,-103.258205,,Populated Place
Webster,ND,North Dakota,Ramsey,48.322852,-98.873944,,Populated Place
Wells County,ND,North Dakota,,47.58753,-99.66095,,Populated Place
West Fargo,ND,North Dakota,Cass,46.869523,-96.895002,,Populated Place
Westhope,ND,North Dakota,Bottineau,48.905074,-101.033809,,Populated Place
Wheatland,ND,North Dakota,Cass,46.875015,-97.391694,,Populated Place
White Earth,ND,North Dakota,Mountrail,48.430748,-102.806672,,Populated Place
Wildrose,ND,North Dakota,Williams,48.621929,-103.184878,,Populated Place
Williams County,ND,North Dakota,,48.34368,-103.48021,,Populated Place
Williston,ND,North Dakota,Williams,48.167924,-103.631699,,Populated Place
Willow City,ND,North Dakota,Bottineau,48.606205,-100.296802,,Populated Place
Wilton,ND,North Dakota,Mclean,47.170853,-100.794385,,Populated Place
Wimbledon,ND,North Dakota,Barnes,47.143837,-98.432916,,Populated Place
Wing,ND,North Dakota,Burleigh,47.151939,-100.307159,,Populated Place
Wishek,ND,North Dakota,Mcintosh,46.251617,-99.586005,,Populated Place
Wolford,ND,North Dakota,Pierce,48.480937,-99.662756,,Populated Place
Woodworth,ND,North Dakota,Stutsman,47.163639,-99.3406,,Populated Place
Wyndmere,ND,North Dakota,Richland,46.289137,-97.128912,,Populated Place
York,ND,North Dakota,Benson,48.321709,-99.550489,,Populated Place
Ypsilanti,ND,North Dakota,Stutsman,46.771949,-98.487636,,Populated Place
Zahl,ND,North Dakota,Williams,48.578747,-103.659926,,Populated Place
Zap,ND,North Dakota,Mercer,47.289711,-101.925649,,Populated Place
Zeeland,ND,North Dakota,Mcintosh,46.005476,-99.772543,,Populated Place
Abie,NE,Nebraska,Butler,41.347901,-96.956282,,Populated Place
Adams,NE,Nebraska,Gage,40.457571,-96.53956,,Populated Place
Adams County,NE,Nebraska,,40.52447,-98.50121,,Populated Place
Ainsworth,NE,Nebraska,Brown,42.54027,-99.861491,,Populated Place
Albion,NE,Nebraska,Boone,41.704947,-97.999116,,Populated Place
Alda,NE,Nebraska,Hall,40.856923,-98.455135,,Populated Place
Alexandria,NE,Nebraska,Thayer,40.261446,-97.403855,,Populated Place
Allen,NE,Nebraska,Dixon,42.443667,-96.8574,,Populated Place
Alliance,NE,Nebraska,Box Butte,42.114943,-102.888045,,Populated Place
Alma,NE,Nebraska,Harlan,40.118853,-99.360073,,Populated Place
Alvo,NE,Nebraska,Cass,40.899185,-96.403557,,Populated Place
Amelia,NE,Nebraska,Holt,42.18088,-99.008036,,Populated Place
Ames,NE,Nebraska,Dodge,41.461253,-96.646344,,Populated Place
Amherst,NE,Nebraska,Buffalo,40.849494,-99.260949,,Populated Place
Angora,NE,Nebraska,Morrill,41.893434,-103.085019,,Populated Place
Anselmo,NE,Nebraska,Custer,41.636214,-99.799149,,Populated Place
Ansley,NE,Nebraska,Custer,41.30193,-99.36452,,Populated Place
Antelope County,NE,Nebraska,,42.1769,-98.06669,,Populated Place
Arapahoe,NE,Nebraska,Furnas,40.302662,-99.899697,,Populated Place
Arcadia,NE,Nebraska,Valley,41.429305,-99.120468,,Populated Place
Archer,NE,Nebraska,Merrick,41.178156,-98.118151,,Populated Place
Arlington,NE,Nebraska,Washington,41.441654,-96.306974,,Populated Place
Arnold,NE,Nebraska,Custer,41.445583,-100.156731,,Populated Place
Arthur,NE,Nebraska,Arthur,41.573952,-101.693123,,Populated Place
Arthur County,NE,Nebraska,,41.5689,-101.69591,,Populated Place
Ashby,NE,Nebraska,Grant,41.977578,-101.963581,,Populated Place
Ashland,NE,Nebraska,Saunders,41.05411,-96.39041,,Populated Place
Ashton,NE,Nebraska,Sherman,41.267184,-98.803352,,Populated Place
Atkinson,NE,Nebraska,Holt,42.548279,-98.976087,,Populated Place
Atlanta,NE,Nebraska,Phelps,40.384901,-99.484354,,Populated Place
Auburn,NE,Nebraska,Nemaha,40.378889,-95.852646,,Populated Place
Aurora,NE,Nebraska,Hamilton,40.852838,-98.020107,,Populated Place
Avoca,NE,Nebraska,Cass,40.815941,-96.095736,,Populated Place
Axtell,NE,Nebraska,Kearney,40.526907,-99.116903,,Populated Place
Ayr,NE,Nebraska,Adams,40.441054,-98.438982,,Populated Place
